Testcase,Algorithm,Nodes,Edges,MaxMatching,RuntimeMs
manypaths-1.in,Hopcroft-Karp-Lin,300000,299997,95139,25
manypaths-2.in,Khun,400000,399997,TLE,TLE
manypaths-2.in,Khun-Arb,400000,399997,126971,1386
manypaths-2.in,Khun-Rnd,400000,399997,126971,1571
manypaths-2.in,Dinic,400000,399997,126971,3153
manypaths-2.in,Dinic-Scaling,400000,399997,126971,3117
manypaths-2.in,Hopcroft-Karp,400000,399997,126971,123
manypaths-2.in,Hopcroft-Karp-Lin,400000,399997,126971,43
manypaths-3.in,Khun,400000,399998,TLE,TLE
manypaths-3.in,Khun-Arb,400000,399998,126906,1504
manypaths-3.in,Khun-Rnd,400000,399998,126906,1696
manypaths-3.in,Dinic,400000,399998,126906,3867
manypaths-3.in,Dinic-Scaling,400000,399998,126906,4042
manypaths-3.in,Hopcroft-Karp,400000,399998,126906,136
manypaths-3.in,Hopcroft-Karp-Lin,400000,399998,126906,47
manypaths-4.in,Khun,400000,400000,TLE,TLE
manypaths-4.in,Khun-Arb,400000,400000,126669,1134
manypaths-4.in,Khun-Rnd,400000,400000,126669,1294
manypaths-4.in,Dinic,400000,400000,126669,2491
manypaths-4.in,Dinic-Scaling,400000,400000,126669,2705
manypaths-4.in,Hopcroft-Karp,400000,400000,126669,90
manypaths-4.in,Hopcroft-Karp-Lin,400000,400000,126669,29
manypaths-5.in,Khun,200000,199997,63278,2087
manypaths-5.in,Khun-Arb,200000,199997,63278,366
manypaths-5.in,Khun-Rnd,200000,199997,63278,408
manypaths-5.in,Dinic,200000,199997,63278,917
manypaths-5.in,Dinic-Scaling,200000,199997,63278,992
manypaths-5.in,Hopcroft-Karp,200000,199997,63278,54
manypaths-5.in,Hopcroft-Karp-Lin,200000,199997,63278,19
manypaths-6.in,Khun,200000,200000,63355,2346
manypaths-6.in,Khun-Arb,200000,200000,63355,332
manypaths-6.in,Khun-Rnd,200000,200000,63355,361
manypaths-6.in,Dinic,200000,200000,63355,848
manypaths-6.in,Dinic-Scaling,200000,200000,63355,1017
manypaths-6.in,Hopcroft-Karp,200000,200000,63355,46
manypaths-6.in,Hopcroft-Karp-Lin,200000,200000,63355,16
manypaths-7.in,Khun,200000,200000,63370,2354
manypaths-7.in,Khun-Arb,200000,200000,63370,336
manypaths-7.in,Khun-Rnd,200000,200000,63370,413
manypaths-7.in,Dinic,200000,200000,63370,877
manypaths-7.in,Dinic-Scaling,200000,200000,63370,932
manypaths-7.in,Hopcroft-Karp,200000,200000,63370,50
manypaths-7.in,Hopcroft-Karp-Lin,200000,200000,63370,16
manypaths-8.in,Khun,200000,199996,63437,2016
manypaths-8.in,Khun-Arb,200000,199996,63437,375
manypaths-8.in,Khun-Rnd,200000,199996,63437,419
manypaths-8.in,Dinic,200000,199996,63437,659
manypaths-8.in,Dinic-Scaling,200000,199996,63437,653
manypaths-8.in,Hopcroft-Karp,200000,199996,63437,46
manypaths-8.in,Hopcroft-Karp-Lin,200000,199996,63437,17
manypaths-9.in,Khun,200000,199997,63238,1752
manypaths-9.in,Khun-Arb,200000,199997,63238,242
manypaths-9.in,Khun-Rnd,200000,199997,63238,278
manypaths-9.in,Dinic,200000,199997,63238,500
manypaths-9.in,Dinic-Scaling,200000,199997,63238,561
manypaths-9.in,Hopcroft-Karp,200000,199997,63238,37
manypaths-9.in,Hopcroft-Karp-Lin,200000,199997,63238,11
manysmall-0.in,Khun,243024,399979,73858,18
manysmall-0.in,Khun-Arb,243024,399979,73858,6
manysmall-0.in,Khun-Rnd,243024,399979,73858,12
manysmall-0.in,Dinic,243024,399979,73858,125
manysmall-0.in,Dinic-Scaling,243024,399979,73858,234
manysmall-0.in,Hopcroft-Karp,243024,399979,73858,9
manysmall-0.in,Hopcroft-Karp-Lin,243024,399979,73858,6
manysmall-1.in,Khun,242087,399905,73527,18
manysmall-1.in,Khun-Arb,242087,399905,73527,6
manysmall-1.in,Khun-Rnd,242087,399905,73527,10
manysmall-1.in,Dinic,242087,399905,73527,108
manysmall-1.in,Dinic-Scaling,242087,399905,73527,203
manysmall-1.in,Hopcroft-Karp,242087,399905,73527,9
manysmall-1.in,Hopcroft-Karp-Lin,242087,399905,73527,6
manysmall-2.in,Khun,243809,399908,74162,19
manysmall-2.in,Khun-Arb,243809,399908,74162,5
manysmall-2.in,Khun-Rnd,243809,399908,74162,13
manysmall-2.in,Dinic,243809,399908,74162,169
manysmall-2.in,Dinic-Scaling,243809,399908,74162,302
manysmall-2.in,Hopcroft-Karp,243809,399908,74162,11
manysmall-2.in,Hopcroft-Karp-Lin,243809,399908,74162,6
manysmall-3.in,Khun,242982,399942,73588,19
manysmall-3.in,Khun-Arb,242982,399942,73588,5
manysmall-3.in,Khun-Rnd,242982,399942,73588,10
manysmall-3.in,Dinic,242982,399942,73588,187
manysmall-3.in,Dinic-Scaling,242982,399942,73588,303
manysmall-3.in,Hopcroft-Karp,242982,399942,73588,12
manysmall-3.in,Hopcroft-Karp-Lin,242982,399942,73588,7
manysmall-4.in,Khun,243798,399929,73696,18
manysmall-4.in,Khun-Arb,243798,399929,73696,6
manysmall-4.in,Khun-Rnd,243798,399929,73696,13
manysmall-4.in,Dinic,243798,399929,73696,158
manysmall-4.in,Dinic-Scaling,243798,399929,73696,286
manysmall-4.in,Hopcroft-Karp,243798,399929,73696,11
manysmall-4.in,Hopcroft-Karp-Lin,243798,399929,73696,6
manysmall-5.in,Khun,242234,399931,73494,19
manysmall-5.in,Khun-Arb,242234,399931,73494,5
manysmall-5.in,Khun-Rnd,242234,399931,73494,13
manysmall-5.in,Dinic,242234,399931,73494,129
manysmall-5.in,Dinic-Scaling,242234,399931,73494,280
manysmall-5.in,Hopcroft-Karp,242234,399931,73494,12
manysmall-5.in,Hopcroft-Karp-Lin,242234,399931,73494,7
manysmall-6.in,Khun,241966,399936,73214,19
manysmall-6.in,Khun-Arb,241966,399936,73214,6
manysmall-6.in,Khun-Rnd,241966,399936,73214,10
manysmall-6.in,Dinic,241966,399936,73214,108
manysmall-6.in,Dinic-Scaling,241966,399936,73214,201
manysmall-6.in,Hopcroft-Karp,241966,399936,73214,11
manysmall-6.in,Hopcroft-Karp-Lin,241966,399936,73214,7
manysmall-7.in,Khun,243089,399910,73302,18
manysmall-7.in,Khun-Arb,243089,399910,73302,6
manysmall-7.in,Khun-Rnd,243089,399910,73302,12
manysmall-7.in,Dinic,243089,399910,73302,116
manysmall-7.in,Dinic-Scaling,243089,399910,73302,241
manysmall-7.in,Hopcroft-Karp,243089,399910,73302,9
manysmall-7.in,Hopcroft-Karp-Lin,243089,399910,73302,6
manysmall-8.in,Khun,240308,399946,73524,19
manysmall-8.in,Khun-Arb,240308,399946,73524,5
manysmall-8.in,Khun-Rnd,240308,399946,73524,12
manysmall-8.in,Dinic,240308,399946,73524,117
manysmall-8.in,Dinic-Scaling,240308,399946,73524,234
manysmall-8.in,Hopcroft-Karp,240308,399946,73524,11
manysmall-8.in,Hopcroft-Karp-Lin,240308,399946,73524,6
manysmall-9.in,Khun,242513,399941,73741,19
manysmall-9.in,Khun-Arb,242513,399941,73741,6
manysmall-9.in,Khun-Rnd,242513,399941,73741,10
manysmall-9.in,Dinic,242513,399941,73741,126
manysmall-9.in,Dinic-Scaling,242513,399941,73741,262
manysmall-9.in,Hopcroft-Karp,242513,399941,73741,11
manysmall-9.in,Hopcroft-Karp-Lin,242513,399941,73741,6
mxrnd-0.in,Khun,400000,499999,173107,2286
mxrnd-0.in,Khun-Arb,400000,499999,173107,56
mxrnd-0.in,Khun-Rnd,400000,499999,173107,90
mxrnd-0.in,Dinic,400000,499999,173107,1571
mxrnd-0.in,Dinic-Scaling,400000,499999,173107,1536
mxrnd-0.in,Hopcroft-Karp,400000,499999,173107,45
mxrnd-0.in,Hopcroft-Karp-Lin,400000,499999,173107,17
mxrnd-1.in,Khun,400000,499996,173235,2085
mxrnd-1.in,Khun-Arb,400000,499996,173235,63
mxrnd-1.in,Khun-Rnd,400000,499996,173235,93
mxrnd-1.in,Dinic,400000,499996,173235,1522
mxrnd-1.in,Dinic-Scaling,400000,499996,173235,1621
mxrnd-1.in,Hopcroft-Karp,400000,499996,173235,48
mxrnd-1.in,Hopcroft-Karp-Lin,400000,499996,173235,19
mxrnd-2.in,Khun,400000,499998,173174,2191
mxrnd-2.in,Khun-Arb,400000,499998,173174,60
mxrnd-2.in,Khun-Rnd,400000,499998,173174,80
mxrnd-2.in,Dinic,400000,499998,173174,1337
mxrnd-2.in,Dinic-Scaling,400000,499998,173174,1504
mxrnd-2.in,Hopcroft-Karp,400000,499998,173174,47
mxrnd-2.in,Hopcroft-Karp-Lin,400000,499998,173174,17
mxrnd-3.in,Khun,400000,499996,173217,2078
mxrnd-3.in,Khun-Arb,400000,499996,173217,57
mxrnd-3.in,Khun-Rnd,400000,499996,173217,86
mxrnd-3.in,Dinic,400000,499996,173217,1382
mxrnd-3.in,Dinic-Scaling,400000,499996,173217,1664
mxrnd-3.in,Hopcroft-Karp,400000,499996,173217,49
mxrnd-3.in,Hopcroft-Karp-Lin,400000,499996,173217,18
mxrnd-4.in,Khun,400000,499997,173023,2198
mxrnd-4.in,Khun-Arb,400000,499997,173023,73
mxrnd-4.in,Khun-Rnd,400000,499997,173023,107
mxrnd-4.in,Dinic,400000,499997,173023,1814
mxrnd-4.in,Dinic-Scaling,400000,499997,173023,2089
mxrnd-4.in,Hopcroft-Karp,400000,499997,173023,56
mxrnd-4.in,Hopcroft-Karp-Lin,400000,499997,173023,19
mxrnd-5.in,Khun,400000,499997,173287,2277
mxrnd-5.in,Khun-Arb,400000,499997,173287,64
mxrnd-5.in,Khun-Rnd,400000,499997,173287,92
mxrnd-5.in,Dinic,400000,499997,173287,1710
mxrnd-5.in,Dinic-Scaling,400000,499997,173287,1931
mxrnd-5.in,Hopcroft-Karp,400000,499997,173287,51
mxrnd-5.in,Hopcroft-Karp-Lin,400000,499997,173287,19
mxrnd-6.in,Khun,400000,499994,173243,2000
mxrnd-6.in,Khun-Arb,400000,499994,173243,63
mxrnd-6.in,Khun-Rnd,400000,499994,173243,86
mxrnd-6.in,Dinic,400000,499994,173243,1567
mxrnd-6.in,Dinic-Scaling,400000,499994,173243,1787
mxrnd-6.in,Hopcroft-Karp,400000,499994,173243,48
mxrnd-6.in,Hopcroft-Karp-Lin,400000,499994,173243,18
mxrnd-7.in,Khun,400000,499997,173093,2262
mxrnd-7.in,Khun-Arb,400000,499997,173093,64
mxrnd-7.in,Khun-Rnd,400000,499997,173093,101
mxrnd-7.in,Dinic,400000,499997,173093,1866
mxrnd-7.in,Dinic-Scaling,400000,499997,173093,2031
mxrnd-7.in,Hopcroft-Karp,400000,499997,173093,53
mxrnd-7.in,Hopcroft-Karp-Lin,400000,499997,173093,19
mxrnd-8.in,Khun,400000,499996,172958,2158
mxrnd-8.in,Khun-Arb,400000,499996,172958,63
mxrnd-8.in,Khun-Rnd,400000,499996,172958,88
mxrnd-8.in,Dinic,400000,499996,172958,1590
mxrnd-8.in,Dinic-Scaling,400000,499996,172958,1815
mxrnd-8.in,Hopcroft-Karp,400000,499996,172958,53
mxrnd-8.in,Hopcroft-Karp-Lin,400000,499996,172958,19
mxrnd-9.in,Khun,400000,499998,173156,2370
mxrnd-9.in,Khun-Arb,400000,499998,173156,66
mxrnd-9.in,Khun-Rnd,400000,499998,173156,100
mxrnd-9.in,Dinic,400000,499998,173156,1642
mxrnd-9.in,Dinic-Scaling,400000,499998,173156,1846
mxrnd-9.in,Hopcroft-Karp,400000,499998,173156,49
mxrnd-9.in,Hopcroft-Karp-Lin,400000,499998,173156,19
rnd-0.in,Khun,228332,357592,104134,1721
rnd-0.in,Khun-Arb,228332,357592,104134,4
rnd-0.in,Khun-Rnd,228332,357592,104134,8
rnd-0.in,Dinic,228332,357592,104134,266
rnd-0.in,Dinic-Scaling,228332,357592,104134,267
rnd-0.in,Hopcroft-Karp,228332,357592,104134,18
rnd-0.in,Hopcroft-Karp-Lin,228332,357592,104134,5
rnd-1.in,Khun,282842,360160,82201,29
rnd-1.in,Khun-Arb,282842,360160,82201,1
rnd-1.in,Khun-Rnd,282842,360160,82201,2
rnd-1.in,Dinic,282842,360160,82201,75
rnd-1.in,Dinic-Scaling,282842,360160,82201,76
rnd-1.in,Hopcroft-Karp,282842,360160,82201,6
rnd-1.in,Hopcroft-Karp-Lin,282842,360160,82201,2
rnd-2.in,Khun,124216,12964,10454,8
rnd-2.in,Khun-Arb,124216,12964,10454,0
rnd-2.in,Khun-Rnd,124216,12964,10454,1
rnd-2.in,Dinic,124216,12964,10454,7
rnd-2.in,Dinic-Scaling,124216,12964,10454,20
rnd-2.in,Hopcroft-Karp,124216,12964,10454,1
rnd-2.in,Hopcroft-Karp-Lin,124216,12964,10454,1
rnd-3.in,Khun,124305,354043,TLE,TLE
rnd-3.in,Khun-Arb,124305,354043,14145,5
rnd-3.in,Khun-Rnd,124305,354043,14145,8
rnd-3.in,Dinic,124305,354043,14145,15
rnd-3.in,Dinic-Scaling,124305,354043,14145,128
rnd-3.in,Hopcroft-Karp,124305,354043,14145,4
rnd-3.in,Hopcroft-Karp-Lin,124305,354043,14145,4
rnd-4.in,Khun,373531,273617,125598,41
rnd-4.in,Khun-Arb,373531,273617,125598,8
rnd-4.in,Khun-Rnd,373531,273617,125598,13
rnd-4.in,Dinic,373531,273617,125598,324
rnd-4.in,Dinic-Scaling,373531,273617,125598,472
rnd-4.in,Hopcroft-Karp,373531,273617,125598,17
rnd-4.in,Hopcroft-Karp-Lin,373531,273617,125598,9
rnd-5.in,Khun,55436,435190,TLE,TLE
rnd-5.in,Khun-Arb,55436,435190,11037,4
rnd-5.in,Khun-Rnd,55436,435190,11037,5
rnd-5.in,Dinic,55436,435190,11037,11
rnd-5.in,Dinic-Scaling,55436,435190,11037,99
rnd-5.in,Hopcroft-Karp,55436,435190,11037,3
rnd-5.in,Hopcroft-Karp-Lin,55436,435190,11037,2
rnd-6.in,Khun,368069,165990,93993,32
rnd-6.in,Khun-Arb,368069,165990,93993,4
rnd-6.in,Khun-Rnd,368069,165990,93993,8
rnd-6.in,Dinic,368069,165990,93993,114
rnd-6.in,Dinic-Scaling,368069,165990,93993,186
rnd-6.in,Hopcroft-Karp,368069,165990,93993,9
rnd-6.in,Hopcroft-Karp-Lin,368069,165990,93993,5
rnd-7.in,Khun,60730,389846,15262,601
rnd-7.in,Khun-Arb,60730,389846,15262,0
rnd-7.in,Khun-Rnd,60730,389846,15262,1
rnd-7.in,Dinic,60730,389846,15262,6
rnd-7.in,Dinic-Scaling,60730,389846,15262,6
rnd-7.in,Hopcroft-Karp,60730,389846,15262,1
rnd-7.in,Hopcroft-Karp-Lin,60730,389846,15262,1
rnd-8.in,Khun,176909,483966,2223,1599
rnd-8.in,Khun-Arb,176909,483966,2223,6
rnd-8.in,Khun-Rnd,176909,483966,2223,11
rnd-8.in,Dinic,176909,483966,2223,18
rnd-8.in,Dinic-Scaling,176909,483966,2223,145
rnd-8.in,Hopcroft-Karp,176909,483966,2223,6
rnd-8.in,Hopcroft-Karp-Lin,176909,483966,2223,4
rnd-9.in,Khun,74968,250729,2075,0
rnd-9.in,Khun-Arb,74968,250729,2075,0
rnd-9.in,Khun-Rnd,74968,250729,2075,0
rnd-9.in,Dinic,74968,250729,2075,2
rnd-9.in,Dinic-Scaling,74968,250729,2075,2
rnd-9.in,Hopcroft-Karp,74968,250729,2075,0
rnd-9.in,Hopcroft-Karp-Lin,74968,250729,2075,0
schooldance-0.in,Khun,2,1,1,0
schooldance-0.in,Khun-Arb,2,1,1,0
schooldance-0.in,Khun-Rnd,2,1,1,0
schooldance-0.in,Dinic,2,1,1,0
schooldance-0.in,Dinic-Scaling,2,1,1,0
schooldance-0.in,Hopcroft-Karp,2,1,1,0
schooldance-0.in,Hopcroft-Karp-Lin,2,1,1,0
schooldance-1.in,Khun,7,12,3,0
schooldance-1.in,Khun-Arb,7,12,3,0
schooldance-1.in,Khun-Rnd,7,12,3,0
schooldance-1.in,Dinic,7,12,3,0
schooldance-1.in,Dinic-Scaling,7,12,3,0
schooldance-1.in,Hopcroft-Karp,7,12,3,0
schooldance-1.in,Hopcroft-Karp-Lin,7,12,3,0
schooldance-10.in,Khun,1000,500,1,0
schooldance-10.in,Khun-Arb,1000,500,1,0
schooldance-10.in,Khun-Rnd,1000,500,1,0
schooldance-10.in,Dinic,1000,500,1,0
schooldance-10.in,Dinic-Scaling,1000,500,1,0
schooldance-10.in,Hopcroft-Karp,1000,500,1,0
schooldance-10.in,Hopcroft-Karp-Lin,1000,500,1,0
schooldance-11.in,Khun,1000,500,1,0
schooldance-11.in,Khun-Arb,1000,500,1,0
schooldance-11.in,Khun-Rnd,1000,500,1,0
schooldance-11.in,Dinic,1000,500,1,0
schooldance-11.in,Dinic-Scaling,1000,500,1,0
schooldance-11.in,Hopcroft-Karp,1000,500,1,0
schooldance-11.in,Hopcroft-Karp-Lin,1000,500,1,0
schooldance-12.in,Khun,1000,965,377,0
schooldance-12.in,Khun-Arb,1000,965,377,0
schooldance-12.in,Khun-Rnd,1000,965,377,0
schooldance-12.in,Dinic,1000,965,377,0
schooldance-12.in,Dinic-Scaling,1000,965,377,0
schooldance-12.in,Hopcroft-Karp,1000,965,377,0
schooldance-12.in,Hopcroft-Karp-Lin,1000,965,377,0
schooldance-13.in,Khun,1000,972,384,0
schooldance-13.in,Khun-Arb,1000,972,384,0
schooldance-13.in,Khun-Rnd,1000,972,384,0
schooldance-13.in,Dinic,1000,972,384,0
schooldance-13.in,Dinic-Scaling,1000,972,384,0
schooldance-13.in,Hopcroft-Karp,1000,972,384,0
schooldance-13.in,Hopcroft-Karp-Lin,1000,972,384,0
schooldance-14.in,Khun,3,1,1,0
schooldance-14.in,Khun-Arb,3,1,1,0
schooldance-14.in,Khun-Rnd,3,1,1,0
schooldance-14.in,Dinic,3,1,1,0
schooldance-14.in,Dinic-Scaling,3,1,1,0
schooldance-14.in,Hopcroft-Karp,3,1,1,0
schooldance-14.in,Hopcroft-Karp-Lin,3,1,1,0
schooldance-2.in,Khun,5,4,2,0
schooldance-2.in,Khun-Arb,5,4,2,0
schooldance-2.in,Khun-Rnd,5,4,2,0
schooldance-2.in,Dinic,5,4,2,0
schooldance-2.in,Dinic-Scaling,5,4,2,0
schooldance-2.in,Hopcroft-Karp,5,4,2,0
schooldance-2.in,Hopcroft-Karp-Lin,5,4,2,0
schooldance-3.in,Khun,270,471,122,0
schooldance-3.in,Khun-Arb,270,471,122,0
schooldance-3.in,Khun-Rnd,270,471,122,0
schooldance-3.in,Dinic,270,471,122,0
schooldance-3.in,Dinic-Scaling,270,471,122,0
schooldance-3.in,Hopcroft-Karp,270,471,122,0
schooldance-3.in,Hopcroft-Karp-Lin,270,471,122,0
schooldance-4.in,Khun,1000,965,377,0
schooldance-4.in,Khun-Arb,1000,965,377,0
schooldance-4.in,Khun-Rnd,1000,965,377,0
schooldance-4.in,Dinic,1000,965,377,0
schooldance-4.in,Dinic-Scaling,1000,965,377,0
schooldance-4.in,Hopcroft-Karp,1000,965,377,0
schooldance-4.in,Hopcroft-Karp-Lin,1000,965,377,0
schooldance-5.in,Khun,5,3,2,0
schooldance-5.in,Khun-Arb,5,3,2,0
schooldance-5.in,Khun-Rnd,5,3,2,0
schooldance-5.in,Dinic,5,3,2,0
schooldance-5.in,Dinic-Scaling,5,3,2,0
schooldance-5.in,Hopcroft-Karp,5,3,2,0
schooldance-5.in,Hopcroft-Karp-Lin,5,3,2,0
schooldance-6.in,Khun,238,313,118,0
schooldance-6.in,Khun-Arb,238,313,118,0
schooldance-6.in,Khun-Rnd,238,313,118,0
schooldance-6.in,Dinic,238,313,118,0
schooldance-6.in,Dinic-Scaling,238,313,118,0
schooldance-6.in,Hopcroft-Karp,238,313,118,0
schooldance-6.in,Hopcroft-Karp-Lin,238,313,118,0
schooldance-7.in,Khun,20,10,1,0
schooldance-7.in,Khun-Arb,20,10,1,0
schooldance-7.in,Khun-Rnd,20,10,1,0
schooldance-7.in,Dinic,20,10,1,0
schooldance-7.in,Dinic-Scaling,20,10,1,0
schooldance-7.in,Hopcroft-Karp,20,10,1,0
schooldance-7.in,Hopcroft-Karp-Lin,20,10,1,0
schooldance-8.in,Khun,20,100,10,0
schooldance-8.in,Khun-Arb,20,100,10,0
schooldance-8.in,Khun-Rnd,20,100,10,0
schooldance-8.in,Dinic,20,100,10,0
schooldance-8.in,Dinic-Scaling,20,100,10,0
schooldance-8.in,Hopcroft-Karp,20,100,10,0
schooldance-8.in,Hopcroft-Karp-Lin,20,100,10,0
schooldance-9.in,Khun,20,41,10,0
schooldance-9.in,Khun-Arb,20,41,10,0
schooldance-9.in,Khun-Rnd,20,41,10,0
schooldance-9.in,Dinic,20,41,10,0
schooldance-9.in,Dinic-Scaling,20,41,10,0
schooldance-9.in,Hopcroft-Karp,20,41,10,0
schooldance-9.in,Hopcroft-Karp-Lin,20,41,10,0
split_two-0.in,Khun,4,0,0,0
split_two-0.in,Khun-Arb,4,0,0,0
split_two-0.in,Khun-Rnd,4,0,0,0
split_two-0.in,Dinic,4,0,0,0
split_two-0.in,Dinic-Scaling,4,0,0,0
split_two-0.in,Hopcroft-Karp,4,0,0,0
split_two-0.in,Hopcroft-Karp-Lin,4,0,0,0
split_two-1.in,Khun,380958,499998,190477,52
split_two-1.in,Khun-Arb,380958,499998,190477,13
split_two-1.in,Khun-Rnd,380958,499998,190477,19
split_two-1.in,Dinic,380958,499998,190477,1596
split_two-1.in,Dinic-Scaling,380958,499998,190477,1594
split_two-1.in,Hopcroft-Karp,380958,499998,190477,37
split_two-1.in,Hopcroft-Karp-Lin,380958,499998,190477,17
split_two-2.in,Khun,10,8,3,0
split_two-2.in,Khun-Arb,10,8,3,0
split_two-2.in,Khun-Rnd,10,8,3,0
split_two-2.in,Dinic,10,8,3,0
split_two-2.in,Dinic-Scaling,10,8,3,0
split_two-2.in,Hopcroft-Karp,10,8,3,0
split_two-2.in,Hopcroft-Karp-Lin,10,8,3,0
split_two-3.in,Khun,400,500,198,0
split_two-3.in,Khun-Arb,400,500,198,0
split_two-3.in,Khun-Rnd,400,500,198,0
split_two-3.in,Dinic,400,500,198,0
split_two-3.in,Dinic-Scaling,400,500,198,0
split_two-3.in,Hopcroft-Karp,400,500,198,0
split_two-3.in,Hopcroft-Karp-Lin,400,500,198,0
split_two-4.in,Khun,400,500,197,0
split_two-4.in,Khun-Arb,400,500,197,0
split_two-4.in,Khun-Rnd,400,500,197,0
split_two-4.in,Dinic,400,500,197,0
split_two-4.in,Dinic-Scaling,400,500,197,0
split_two-4.in,Hopcroft-Karp,400,500,197,0
split_two-4.in,Hopcroft-Karp-Lin,400,500,197,0
split_two-5.in,Khun,400000,300000,199998,39
split_two-5.in,Khun-Arb,400000,300000,199998,2
split_two-5.in,Khun-Rnd,400000,300000,199998,4
split_two-5.in,Dinic,400000,300000,199998,165
split_two-5.in,Dinic-Scaling,400000,300000,199998,170
split_two-5.in,Hopcroft-Karp,400000,300000,199998,5
split_two-5.in,Hopcroft-Karp-Lin,400000,300000,199998,3
split_two-6.in,Khun,400000,500000,199998,57
split_two-6.in,Khun-Arb,400000,500000,199998,7
split_two-6.in,Khun-Rnd,400000,500000,199998,11
split_two-6.in,Dinic,400000,500000,199998,381
split_two-6.in,Dinic-Scaling,400000,500000,199998,401
split_two-6.in,Hopcroft-Karp,400000,500000,199998,17
split_two-6.in,Hopcroft-Karp-Lin,400000,500000,199998,8
split_two-7.in,Khun,400000,500000,199998,60
split_two-7.in,Khun-Arb,400000,500000,199998,6
split_two-7.in,Khun-Rnd,400000,500000,199998,9
split_two-7.in,Dinic,400000,500000,199998,326
split_two-7.in,Dinic-Scaling,400000,500000,199998,332
split_two-7.in,Hopcroft-Karp,400000,500000,199998,16
split_two-7.in,Hopcroft-Karp-Lin,400000,500000,199998,7
split_two-8.in,Khun,400000,500000,199997,49
split_two-8.in,Khun-Arb,400000,500000,199997,4
split_two-8.in,Khun-Rnd,400000,500000,199997,8
split_two-8.in,Dinic,400000,500000,199997,295
split_two-8.in,Dinic-Scaling,400000,500000,199997,295
split_two-8.in,Hopcroft-Karp,400000,500000,199997,13
split_two-8.in,Hopcroft-Karp-Lin,400000,500000,199997,6
split_two-9.in,Khun,400000,500000,199998,3695
split_two-9.in,Khun-Arb,400000,500000,199998,542
split_two-9.in,Khun-Rnd,400000,500000,199998,566
split_two-9.in,Dinic,400000,500000,TLE,TLE
split_two-9.in,Dinic-Scaling,400000,500000,TLE,TLE
split_two-9.in,Hopcroft-Karp,400000,500000,199998,240
split_two-9.in,Hopcroft-Karp-Lin,400000,500000,199998,91
